Shipment Attribution,Barcode,Quantity Remaining,MRP,Cost Price,Minimum Price,Shelf Score,Date of Shelving,Expiry Date
240529DC,2974785865598,68,311.37,230.69,242.2245,0.0,2024-05-29,2024-05-14
240529DD,4243802214885,67,321.05,223.47,234.64350000000002,0.6835533692998793,2024-05-29,2024-12-21
240411DA,7009664627837,145,292.8,260.2,273.21,0.961657072368421,2024-04-11,2024-05-19
240411DB,8986011122048,282,148.61,122.52,128.64600000000002,0.5820630081300813,2024-04-11,2024-08-12
240411DC,9366403560281,22,398.69,347.6,364.98,0.6312516795915233,2024-04-11,2025-05-23
241113BA,2668380592920,175,425.92,273.15,286.8075,0.999195284056432,2024-11-13,2025-02-24
241113BB,9550889811760,377,480.18,342.33,359.4465,0.9910671428098516,2024-11-13,2025-05-09
241113BC,9471443645365,141,492.25,317.72,333.60600000000005,0.9802988558683706,2024-11-13,2025-05-16
241113BD,7909647285748,170,435.69,262.02,275.121,0.99993896484375,2024-11-13,2026-02-28
241026CA,1366803933780,46,220.48,151.22,158.781,0.0,2024-10-26,2024-08-06
241026CB,3348353436381,206,337.58,279.2,293.16,0.9703034171957454,2024-10-26,2025-11-09
241026CC,9320526500374,349,215.58,162.12,170.226,0.9988024564599802,2024-10-26,2025-07-06
241026CD,2646305542863,51,83.69,53.33,55.9965,0.9998779296875,2024-10-26,2025-03-18
240118CA,3000161243260,279,242.45,195.09,204.8445,0.7508164954722119,2024-01-18,2025-10-01
240118CB,7442652072221,211,325.21,228.7,240.135,0.0,2024-01-18,2023-12-09
240118CC,3019733334840,278,160.71,108.67,114.10350000000001,0.4806546933567427,2024-01-18,2025-01-23
241004BA,7909647285748,89,435.69,278.46,292.383,0.9391056315104167,2024-10-04,2025-03-03
241004BB,6874779065864,33,413.01,366.56,384.88800000000003,0.9621310763888888,2024-10-04,2024-10-22
241028BA,2081796341037,239,210.19,137.0,143.85,0.9999762941471899,2024-10-28,2026-06-02
241028BB,8562587170545,396,327.95,231.66,243.243,0.0,2024-10-28,2024-09-14
241028BC,7442652072221,156,325.21,225.19,236.4495,0.9997451722853843,2024-10-28,2026-03-26
241028BD,7118631998839,152,114.2,73.0,76.65,0.9740294077510917,2024-10-28,2026-01-29
241104AA,5723787941699,376,292.84,211.66,222.243,0.9990231872245829,2024-11-04,2025-02-05
240116BA,1440710811309,231,25.28,22.38,23.499,0.6478081638735483,2024-01-16,2025-05-22
240407EA,5723787941699,132,292.84,239.73,251.7165,0.0,2024-04-07,2024-01-24
240407EB,4264705587768,367,305.69,267.73,281.11650000000003,0.7495951774312377,2024-04-07,2025-08-29
240211AA,2168494776151,158,308.87,189.97,199.4685,0.9148622047244095,2024-02-11,2024-06-17
240211AB,9882839546088,0,245.8,195.44,205.21200000000002,0.5996716251740088,2024-02-11,2025-04-02
240211AC,4426249772873,311,50.01,32.64,34.272000000000006,0.5923375706214689,2024-02-11,2024-08-06
240211AD,1530281751828,113,174.5,130.64,137.172,0.9375,2024-02-11,2024-02-22
240211AE,9679955033493,361,31.17,24.2,25.41,0.5697674667626097,2024-02-11,2024-09-26
241222CA,8068700962471,256,308.95,257.43,270.30150000000003,0.999755859375,2024-12-22,2026-06-03
241222CB,7193208938982,117,75.87,67.0,70.35000000000001,0.9999961853027344,2024-12-22,2026-08-02
241222CC,1885386949733,208,55.98,37.18,39.039,0.9998779296875,2024-12-22,2025-07-16
241222CD,1489716693439,348,397.04,279.32,293.286,0.9982088610375216,2024-12-22,2025-10-07
240811BA,6695212836394,123,355.52,248.38,260.799,0.9944281216325431,2024-08-11,2025-05-28
240811BB,4651387619190,92,181.26,145.63,152.9115,0.712177307625127,2024-08-11,2025-04-14
240811BC,1374644357806,287,202.07,138.61,145.5405,0.973192600388601,2024-08-11,2025-09-01
241004EA,7111402598169,246,253.79,177.81,186.7005,0.9999972187389027,2024-10-04,2025-07-06
240130DA,1904792486473,368,485.11,360.88,378.92400000000004,0.7294868449001161,2024-01-30,2025-02-10
240130DB,1366803933780,20,220.48,136.87,143.7135,0.7302917953609496,2024-01-30,2024-10-14
240130DC,9133603908014,196,348.85,209.32,219.786,0.7830190919452887,2024-01-30,2024-12-24
240130DD,7118631998839,294,114.2,95.57,100.3485,0.0,2024-01-30,2023-12-17
240130DE,4266329572283,370,494.87,316.4,332.21999999999997,0.5,2024-01-30,2024-02-17
240826CA,1110475018705,60,83.67,72.42,76.04100000000001,0.9562650513880461,2024-08-26,2026-05-06
240927EA,1374644357806,122,202.07,162.98,171.129,0.0,2024-09-27,2024-09-11
240927EB,7784851719923,341,21.64,16.46,17.283,0.9869491185897437,2024-09-27,2025-10-22
240122BA,2005707746631,56,488.48,395.79,415.57950000000005,0.7756149362753857,2024-01-22,2025-09-06
240122BB,9320526500374,147,215.58,130.5,137.025,0.4926970108695652,2024-01-22,2024-09-08
240122BC,7477584351590,411,309.82,218.94,229.887,0.7046879314335368,2024-01-22,2025-05-17
240122BD,1885386949733,55,55.98,41.13,43.1865,0.3811298076923077,2024-01-22,2024-03-27
240618BA,8986011122048,69,148.61,112.64,118.272,0.7728622374746963,2024-06-18,2025-10-25
240618BB,9341222702392,105,207.46,135.4,142.17000000000002,0.5956997183866279,2024-06-18,2025-01-19
240103BA,1319495204239,486,478.65,316.35,332.1675,0.0,2024-01-03,2024-01-14
241014EA,3348353436381,235,337.58,236.33,248.14650000000003,0.9570324871991132,2024-10-14,2025-05-24
241014EB,2974785865598,200,311.37,188.44,197.862,0.9997827977309992,2024-10-14,2025-06-14
241014EC,1440710811309,227,25.28,21.57,22.648500000000002,0.9706635484733734,2024-10-14,2026-02-24
240209DA,1489716693439,89,397.04,293.72,308.40600000000006,0.7093218635110294,2024-02-09,2025-01-14
240209DB,7442652072221,297,325.21,288.75,303.1875,0.8279671839983815,2024-02-09,2025-06-25
240209DC,9099746266551,127,445.68,274.5,288.225,0.42257462686567165,2024-02-09,2024-04-16
240209DD,1530281751828,163,174.5,106.94,112.287,0.5357142857142857,2024-02-09,2024-02-16
240209DE,5656234314111,175,497.03,427.71,449.0955,0.33643617021276595,2024-02-09,2024-08-15
240807CA,4887387328514,131,59.52,38.93,40.8765,0.9865489949651632,2024-08-07,2025-08-21
241020DA,8295015923248,292,460.74,335.81,352.6005,0.0,2024-10-20,2024-07-02
241020DB,2005707746631,192,488.48,426.93,448.2765,0.982362808719758,2024-10-20,2024-12-21
241026EA,9882839546088,174,245.8,181.64,190.72199999999998,0.999899983498239,2024-10-26,2026-02-23
240706EA,9320526500374,442,215.58,176.37,185.1885,0.686417692700418,2024-07-06,2025-05-31
240706EB,5573515979800,28,279.12,230.53,242.0565,0.9631951570757165,2024-07-06,2025-11-02
240706EC,9550889811760,209,480.18,374.67,393.4035,0.6942642350630327,2024-07-06,2025-04-07
240706ED,6695212836394,460,355.52,252.19,264.7995,0.8446619157960429,2024-07-06,2026-05-13
240706EE,7193208938982,243,75.87,47.27,49.633500000000005,0.7440250006445956,2024-07-06,2025-05-05
241225DA,1904792486473,431,485.11,358.66,376.593,0.9999923706054688,2024-12-25,2025-05-28
241225DB,9550889811760,164,480.18,330.96,347.508,0.99993896484375,2024-12-25,2026-05-22
240613EA,3019733334840,410,160.71,139.67,146.65349999999998,0.4484951443142361,2024-06-13,2024-10-26
240613EB,8068700962471,125,308.95,265.67,278.9535,0.9754480997721354,2024-06-13,2024-11-25
240613EC,4426249772873,42,50.01,30.8,32.34,0.6713922530258258,2024-06-13,2024-12-23
240613ED,6768130244551,26,418.41,324.72,340.956,0.8899972068703992,2024-06-13,2025-12-19
240613EE,5334981206381,179,328.76,293.3,307.96500000000003,0.9096765350877193,2024-06-13,2025-11-08
240414EA,5524031117940,73,310.66,194.17,203.8785,0.7854768474755338,2024-04-14,2025-01-20
240414EB,7009664627837,219,292.8,248.96,261.408,0.0,2024-04-14,2024-04-13
240414EC,1440710811309,273,25.28,16.78,17.619000000000003,0.804305366847826,2024-04-14,2024-11-07
240414ED,2005707746631,349,488.48,367.81,386.20050000000003,0.8057002314814815,2024-04-14,2024-06-07
240414EE,7538675410397,318,220.23,192.67,202.30349999999999,0.5780332419904358,2024-04-14,2024-11-23
240529EA,9792841352355,60,76.59,57.8,60.69,0.8890086206896551,2024-05-29,2024-06-27
240529EB,2764870889303,387,485.66,381.12,400.17600000000004,0.7684353081988886,2024-05-29,2025-09-15
240529EC,7009664627837,468,292.8,245.8,258.09000000000003,0.928637052837171,2024-05-29,2024-10-28
240529ED,3442852944505,311,240.4,175.62,184.401,0.529683243304601,2024-05-29,2025-02-24
241223BA,5756935329189,82,412.49,307.13,322.48650000000004,0.9999847412109375,2024-12-23,2025-01-21
241223BB,1110475018705,5,83.67,67.36,70.72800000000001,0.9999784774832673,2024-12-23,2026-03-23
241223BC,1374644357806,170,202.07,147.46,154.83300000000003,0.99993896484375,2024-12-23,2026-06-21
240411EA,2764870889303,317,485.66,431.71,453.2955,0.8205645161290323,2024-04-11,2024-05-12
240813BA,7477584351590,124,309.82,262.17,275.2785,0.0,2024-08-13,2024-05-17
240721EA,1374644357806,137,202.07,159.59,167.5695,0.0,2024-07-21,2024-06-24
240721EB,8068700962471,83,308.95,269.68,283.16400000000004,0.0,2024-07-21,2024-06-14
240721EC,7438552944490,2,215.26,177.55,186.4275,0.6685838092763516,2024-07-21,2025-04-30
240721ED,8068700962471,113,308.95,243.54,255.717,0.0,2024-07-21,2024-05-18
240427DA,9133603908014,344,348.85,278.55,292.4775,0.8471283993478549,2024-04-27,2025-08-12
241110BA,7417081143053,137,46.68,40.05,42.0525,0.0,2024-11-10,2024-08-31
241019AA,4426249772873,415,50.01,30.3,31.815,0.9074251163079872,2024-10-19,2025-03-29
241019AB,9133603908014,33,348.85,231.76,243.348,0.9600387355259486,2024-10-19,2025-04-12
241019AC,3270110394259,335,276.68,194.83,204.57150000000001,0.9959957479276385,2024-10-19,2026-04-11
241019AD,6695212836394,233,355.52,287.91,302.30550000000005,0.9705261424848228,2024-10-19,2025-03-25
241019AE,8060776080538,290,432.33,296.07,310.8735,0.9227004099964852,2024-10-19,2026-02-20
240114BA,7438552944490,80,215.26,138.31,145.2255,0.4591527229951392,2024-01-14,2025-05-15
240114BB,5112203895591,147,92.99,80.3,84.315,0.25166662207477175,2024-01-14,2024-08-20
240114BC,4264705587768,368,305.69,203.59,213.76950000000002,0.8495065789473684,2024-01-14,2024-03-30
241211DA,9099746266551,459,445.68,351.22,368.78100000000006,0.9989435369318183,2024-12-11,2026-06-14
241211DB,7909647285748,135,435.69,305.35,320.61750000000006,0.9969384409215328,2024-12-11,2025-09-11
240402CA,5112203895591,286,92.99,72.49,76.11449999999999,0.0,2024-04-02,2024-01-21
240402CB,6874779065864,296,413.01,345.22,362.48100000000005,0.7848345588235295,2024-04-02,2024-09-19
240914DA,2081796341037,161,210.19,131.22,137.781,0.9997020707513294,2024-09-14,2026-03-16
240914DB,7784851719923,73,21.64,17.12,17.976000000000003,0.9962739635286784,2024-09-14,2025-10-20
240914DC,9099746266551,366,445.68,293.8,308.49,0.0,2024-09-14,2024-06-28
240914DD,5573515979800,5,279.12,222.96,234.108,0.84658873631404,2024-09-14,2025-06-01
240914DE,1885386949733,154,55.98,46.86,49.203,0.0,2024-09-14,2024-08-06
240822BA,7477584351590,270,309.82,236.35,248.16750000000002,0.9437949459592835,2024-08-22,2025-08-14
240822BB,7784851719923,375,21.64,13.7,14.385,0.8989288330078125,2024-08-22,2025-05-29
240930CA,1885386949733,318,55.98,49.87,52.3635,0.9860972651728878,2024-09-30,2024-11-23
240930CB,7009664627837,227,292.8,210.59,221.11950000000002,0.7816011821522433,2024-09-30,2024-12-24
240930CC,9882839546088,13,245.8,166.81,175.15050000000002,0.9290763298329365,2024-09-30,2026-01-09
240930CD,4243802214885,286,321.05,201.48,211.554,0.9997298823677094,2024-09-30,2026-02-06
240930CE,3348353436381,333,337.58,296.99,311.83950000000004,0.9543899882318254,2024-09-30,2026-04-26
240212AA,3270110394259,493,276.68,189.57,199.0485,0.6958955223880597,2024-02-12,2024-04-19
240212AB,4852979716602,372,53.02,46.72,49.056,0.494047619047619,2024-02-12,2024-07-29
240212AC,2676489428461,190,56.63,35.18,36.939,0.7580749752964426,2024-02-12,2025-07-02
240212AD,8493556002921,181,403.34,274.04,287.742,0.4009211613581731,2024-02-12,2024-06-21
241124EA,2168494776151,404,308.87,246.75,259.08750000000003,0.999751040810033,2024-11-24,2025-04-25
241124EB,1904792486473,403,485.11,370.51,389.0355,0.847352439478824,2024-11-24,2025-02-27
241124EC,7118631998839,371,114.2,68.96,72.408,0.9999201847956731,2024-11-24,2025-06-07
240520DA,7477584351590,212,309.82,245.57,257.8485,0.9921875,2024-05-20,2024-05-24
240520DB,5966087203573,101,467.15,314.76,330.498,0.6494548596833881,2024-05-20,2025-06-04
240325EA,7417081143053,91,46.68,39.05,41.0025,0.875,2024-03-25,2024-04-03
240325EB,2764870889303,267,485.66,323.89,340.0845,0.7563432516510954,2024-03-25,2024-10-05
240325EC,1366803933780,403,220.48,180.8,189.84000000000003,0.0,2024-03-25,2024-01-09
240128BA,2764870889303,290,485.66,367.61,385.99050000000005,0.7824442501151406,2024-01-28,2025-04-30
240128BB,4243802214885,267,321.05,232.09,243.6945,0.0,2024-01-28,2023-12-16
240128BC,9320526500374,51,215.58,182.95,192.0975,0.0,2024-01-28,2024-01-10
240128BD,3922480347697,496,341.62,249.94,262.437,0.0,2024-01-28,2023-11-22
240128BE,6695212836394,421,355.52,248.26,260.673,0.8693943397671569,2024-01-28,2025-06-21
240928BA,9133603908014,292,348.85,280.13,294.1365,0.9999923706054688,2024-09-28,2024-11-16
240928BB,4243802214885,13,321.05,213.07,223.7235,0.8533688161856312,2024-09-28,2025-07-26
240928BC,8060776080538,284,432.33,362.9,381.045,0.9221701215403948,2024-09-28,2025-02-04
240928BD,8493556002921,456,403.34,300.22,315.23100000000005,0.9991763761673851,2024-09-28,2025-09-11
240928BE,2081796341037,205,210.19,164.52,172.746,0.9693075519886293,2024-09-28,2026-06-13
241101CA,1885386949733,315,55.98,34.47,36.1935,0.952964371549869,2024-11-01,2026-03-17
241101CB,9099746266551,103,445.68,349.5,366.975,0.9995178441420252,2024-11-01,2025-08-07
241101CC,4264705587768,284,305.69,223.47,234.64350000000002,0.0,2024-11-01,2024-10-04
241101CD,1885386949733,247,55.98,39.68,41.664,0.9822407978684156,2024-11-01,2025-07-27
240730DA,5334981206381,120,328.76,261.57,274.6485,0.765008194145115,2024-07-30,2025-10-08
240730DB,4243802214885,156,321.05,277.44,291.312,0.9392213983050848,2024-07-30,2024-09-27
240730DC,4887387328514,359,59.52,39.69,41.6745,0.9926231309908246,2024-07-30,2026-01-26
240730DD,5756935329189,97,412.49,333.51,350.1855,0.925583106884058,2024-07-30,2024-10-07
240730DE,7118631998839,247,114.2,68.62,72.051,0.9246046686746988,2024-07-30,2024-10-21
240824DA,1530281751828,275,174.5,146.29,153.6045,0.931792231467745,2024-08-24,2026-06-08
240824DB,2668380592920,300,425.92,328.8,345.24,0.8877064098011364,2024-08-24,2025-02-16
240824DC,9471443645365,348,492.25,296.9,311.745,0.8698417467948718,2024-08-24,2024-11-10
240824DD,9471443645365,94,492.25,380.91,399.95550000000003,0.9243234333239103,2024-08-24,2026-07-09
241004AA,6400454451965,288,424.14,286.61,300.94050000000004,0.988163929505107,2024-10-04,2025-06-18
241004AB,7417081143053,135,46.68,37.91,39.805499999999995,0.9999248399349787,2024-10-04,2026-01-18
241004AC,2764870889303,80,485.66,321.35,337.4175,0.0,2024-10-04,2024-06-18
241004AD,4426249772873,320,50.01,34.53,36.2565,0.960951094837587,2024-10-04,2025-12-09
241004AE,9133603908014,75,348.85,247.45,259.8225,0.9568622121137313,2024-10-04,2026-03-26
240812BA,9792841352355,304,76.59,46.88,49.224000000000004,0.774558573234372,2024-08-12,2025-04-15
240812BB,7784851719923,3,21.64,17.76,18.648000000000003,0.9636780843569364,2024-08-12,2025-07-24
240812BC,7417081143053,411,46.68,30.45,31.9725,0.9770595528522035,2024-08-12,2026-01-03
240812BD,5966087203573,51,467.15,323.72,339.90600000000006,0.9285995751096492,2024-08-12,2025-03-28
240110CA,1489716693439,354,397.04,249.19,261.6495,0.6209847684766425,2024-01-10,2025-09-11
240110CB,7784851719923,347,21.64,18.3,19.215,0.2791907269021739,2024-01-10,2024-07-12
240523CA,2676489428461,397,56.63,40.42,42.441,0.5296183393045437,2024-05-23,2024-11-02
240523CB,9341222702392,249,207.46,180.52,189.54600000000002,0.8071948470356308,2024-05-23,2025-11-09
240523CC,6768130244551,254,418.41,290.87,305.4135,0.6897865853658536,2024-05-23,2024-07-03
240523CD,2168494776151,97,308.87,221.52,232.59600000000003,0.83675712762877,2024-05-23,2025-05-02
240523CE,4243802214885,269,321.05,210.15,220.65750000000003,0.9508901235219595,2024-05-23,2025-05-28
241112CA,3348353436381,249,337.58,294.26,308.973,0.99993896484375,2024-11-12,2024-12-13
241112CB,9679955033493,243,31.17,26.1,27.405,0.9989844909993201,2024-11-12,2026-05-29
241112CC,8650517934553,57,363.42,276.05,289.8525,0.9999818398918904,2024-11-12,2026-01-12
241112CD,9471443645365,32,492.25,389.75,409.2375,0.0,2024-11-12,2024-09-06
241112CE,7538675410397,162,220.23,192.66,202.293,0.9708387762084043,2024-11-12,2025-08-05
241207EA,3046223091366,372,373.29,229.31,240.77550000000002,0.9995034555288461,2024-12-07,2025-10-28
241207EB,9099746266551,215,445.68,383.12,402.276,0.9994748559328589,2024-12-07,2026-01-15
241207EC,9341222702392,68,207.46,175.59,184.36950000000002,0.9876769644315125,2024-12-07,2026-04-09
241207ED,5966087203573,218,467.15,290.25,304.7625,0.9986369549582581,2024-12-07,2025-09-10
241207EE,7784851719923,166,21.64,15.94,16.737000000000002,0.0,2024-12-07,2024-11-28
240107EA,2005707746631,53,488.48,412.86,433.50300000000004,0.5498900182038835,2024-01-07,2024-07-31
240107EB,3922480347697,216,341.62,237.58,249.45900000000003,0.7586143092105263,2024-01-07,2024-07-15
240107EC,8952577124826,373,112.68,84.59,88.8195,0.45940876763964456,2024-01-07,2025-05-25
241001CA,9099746266551,345,445.68,358.59,376.5195,0.9880960279895413,2024-10-01,2026-06-13
241001CB,3801660182303,63,355.28,269.26,282.723,0.9560141101960213,2024-10-01,2025-05-06
241001CC,1887140245119,320,47.43,32.93,34.5765,0.8621059153814736,2024-10-01,2025-03-09
241001CD,4266329572283,0,494.87,413.16,433.81800000000004,0.9999634485978346,2024-10-01,2025-04-27
241008DA,1440710811309,221,25.28,19.2,20.16,0.9652899026067971,2024-10-08,2025-08-01
241008DB,2646305542863,408,83.69,75.0,78.75,0.0,2024-10-08,2024-08-06
241008DC,2974785865598,190,311.37,277.63,291.5115,0.9184998629385965,2024-10-08,2025-05-24
241008DD,9471443645365,272,492.25,374.62,393.351,0.99993896484375,2024-10-08,2024-11-03
241008DE,4887387328514,0,59.52,51.47,54.0435,0.9949224696439856,2024-10-08,2025-02-21
240603EA,4852979716602,390,53.02,36.06,37.86300000000001,0.0,2024-06-03,2024-03-29
240603EB,1319495204239,416,478.65,403.26,423.423,0.9293101146967724,2024-06-03,2025-10-11
240603EC,8060776080538,24,432.33,307.37,322.73850000000004,0.7193895313721984,2024-06-03,2025-11-21
240603ED,2168494776151,480,308.87,255.08,267.834,0.0,2024-06-03,2024-04-14
241230CA,2168494776151,251,308.87,215.04,225.792,0.9999980926513672,2024-12-30,2025-05-08
241230CB,3019733334840,256,160.71,113.53,119.2065,0.0,2024-12-30,2024-11-18
241230CC,1319495204239,436,478.65,374.37,393.0885,0.99951171875,2024-12-30,2025-08-31
241230CD,9471443645365,141,492.25,318.36,334.278,0.9999923706054688,2024-12-30,2025-11-18
240531DA,5966087203573,3,467.15,386.11,405.4155,0.8855567745032038,2024-05-31,2025-06-02
240823AA,8493556002921,351,403.34,272.2,285.81,0.7757243436925552,2024-08-23,2025-02-09
240823AB,4651387619190,152,181.26,159.51,167.4855,0.97622815767924,2024-08-23,2025-09-11
240823AC,9679955033493,63,31.17,19.52,20.496,0.8146860302977301,2024-08-23,2025-03-12
240823AD,5573515979800,477,279.12,216.15,226.9575,0.0,2024-08-23,2024-06-11
240823AE,5656234314111,347,497.03,363.31,381.4755,0.9984828193834723,2024-08-23,2026-02-12
240520CA,4651387619190,322,181.26,160.79,168.8295,0.8100922403296804,2024-05-20,2025-09-24
240903BA,2081796341037,314,210.19,170.3,178.81500000000003,0.9994783081054688,2024-09-03,2026-05-21
240903BB,9550889811760,321,480.18,420.06,441.06300000000005,0.9077697112181476,2024-09-03,2025-11-05
240620BA,5723787941699,143,292.84,241.67,253.7535,0.9662240835336539,2024-06-20,2024-07-03
240620BB,1081846168108,88,431.55,334.86,351.603,0.8195462814374777,2024-06-20,2025-06-04
240620BC,1489716693439,271,397.04,299.43,314.4015,0.9135793858460517,2024-06-20,2025-08-03
240620BD,2005707746631,7,488.48,298.38,313.29900000000004,0.8430901687510692,2024-06-20,2024-11-04
240228DA,7193208938982,393,75.87,58.03,60.93150000000001,0.5670898112844913,2024-02-28,2024-12-06
240228DB,1319495204239,54,478.65,419.44,440.41200000000003,0.713091922605269,2024-02-28,2025-09-17
240818DA,5756935329189,32,412.49,318.92,334.86600000000004,0.5039921422158518,2024-08-18,2024-12-20
240818DB,7909647285748,443,435.69,264.28,277.49399999999997,0.945334314416956,2024-08-18,2025-05-15
240818DC,4651387619190,58,181.26,140.73,147.7665,0.9547200700878042,2024-08-18,2026-03-06
240906AA,4799124724315,320,181.18,126.23,132.5415,0.740215823181674,2024-09-06,2025-04-28
240906AB,6400454451965,90,424.14,254.76,267.498,0.0,2024-09-06,2024-05-16
240214BA,6695212836394,315,355.52,228.11,239.51550000000003,0.38935810810810806,2024-02-14,2024-07-11
240722CA,5573515979800,54,279.12,194.56,204.288,0.858852288661859,2024-07-22,2024-08-30
240722CB,1530281751828,282,174.5,135.23,141.9915,0.8893778183880974,2024-07-22,2024-09-28
240904DA,2668380592920,242,425.92,286.7,301.035,0.9757601495261665,2024-09-04,2026-03-13
240417EA,7009664627837,38,292.8,196.66,206.493,0.8479558041221217,2024-04-17,2025-07-17
240519BA,1440710811309,320,25.28,20.67,21.703500000000002,0.6366470500987063,2024-05-19,2025-02-22
241114BA,1885386949733,359,55.98,44.82,47.061,0.96529541015625,2024-11-14,2024-12-24
241114BB,5656234314111,264,497.03,324.43,340.6515,0.99993896484375,2024-11-14,2025-06-23
240212AA,1081846168108,133,431.55,269.18,282.639,0.6151333953697644,2024-02-12,2024-08-21
240212AB,3442852944505,426,240.4,149.92,157.416,0.3234732824427481,2024-02-12,2024-06-22
240212AC,2081796341037,316,210.19,179.92,188.916,0.6093062897642216,2024-02-12,2025-06-27
240212AD,8493556002921,435,403.34,322.19,338.2995,0.6157442109774699,2024-02-12,2025-05-09
240212AE,7193208938982,392,75.87,51.23,53.7915,0.7200865299823633,2024-02-12,2025-09-01
241207BA,6768130244551,397,418.41,373.23,391.8915,0.9990234375,2024-12-07,2025-11-08
241207BB,1374644357806,37,202.07,151.38,158.949,0.9998779296875,2024-12-07,2026-04-08
241207BC,1110475018705,312,83.67,55.58,58.359,0.9883709441783817,2024-12-07,2025-07-10
240121EA,6695212836394,195,355.52,313.3,328.96500000000003,0.5597702291408189,2024-01-21,2025-02-27
240121EB,7193208938982,41,75.87,61.13,64.18650000000001,0.3614322916666667,2024-01-21,2024-06-19
241213AA,6373646879188,154,289.95,254.46,267.183,0.0,2024-12-13,2024-08-05
241213AB,7438552944490,359,215.26,191.44,201.012,0.9925437398476176,2024-12-13,2025-07-03
241213AC,3442852944505,346,240.4,207.82,218.211,0.9998779296875,2024-12-13,2025-12-17
241213AD,2646305542863,117,83.69,51.22,53.781,0.9988199248568702,2024-12-13,2026-09-29
241202BA,1374644357806,273,202.07,140.56,147.58800000000002,0.999602841659331,2024-12-02,2025-07-03
241202BB,1530281751828,213,174.5,109.83,115.3215,0.9963428900917235,2024-12-02,2026-07-11
241202BC,7417081143053,341,46.68,29.45,30.9225,0.99993896484375,2024-12-02,2026-05-19
240731BA,8060776080538,0,432.33,319.96,335.95799999999997,0.9501106628254887,2024-07-31,2025-04-26
240731BB,7442652072221,401,325.21,223.61,234.79050000000004,0.9550103636993759,2024-07-31,2025-10-09
240229DA,4852979716602,347,53.02,32.62,34.251,0.7203947368421052,2024-02-29,2024-06-03
240229DB,1081846168108,64,431.55,286.6,300.93000000000006,0.6232964918162623,2024-02-29,2025-07-26
240229DC,2081796341037,138,210.19,173.9,182.59500000000003,0.7688148391078895,2024-02-29,2025-07-10
240229DD,9320526500374,36,215.58,180.18,189.18900000000002,0.5536300144838483,2024-02-29,2024-11-22
240229DE,6874779065864,432,413.01,277.9,291.795,0.9177132009345794,2024-02-29,2024-06-15
240101AA,6400454451965,378,424.14,317.69,333.5745,0.4793036619208495,2024-01-01,2024-09-16
240101AB,2668380592920,170,425.92,299.89,314.8845,0.554054054054054,2024-01-01,2024-02-07
240101AC,9792841352355,38,76.59,47.93,50.3265,0.7196641897677507,2024-01-01,2025-07-03
240101AD,1319495204239,343,478.65,372.31,390.9255,0.680938720703125,2024-01-01,2025-08-23
241229CA,8650517934553,12,363.42,228.61,240.04050000000004,0.9999995231628418,2024-12-29,2025-10-01
240112EA,1366803933780,105,220.48,192.44,202.062,0.38223684210526315,2024-01-12,2024-10-23
240112EB,7118631998839,123,114.2,90.36,94.878,0.5736513280156833,2024-01-12,2025-07-01
240403EA,6079913241894,437,479.81,386.58,405.909,0.6727416174752372,2024-04-03,2025-06-25
240403EB,5573515979800,415,279.12,174.19,182.89950000000002,0.75,2024-04-03,2024-05-31
240403EC,9133603908014,69,348.85,286.99,301.33950000000004,0.0,2024-04-03,2024-01-01
240126BA,8986011122048,448,148.61,115.28,121.04400000000001,0.8571072518218559,2024-01-26,2025-05-31
240126BB,4264705587768,149,305.69,272.34,285.957,0.6274390587439904,2024-01-26,2025-02-19
240126BC,9679955033493,361,31.17,19.77,20.7585,0.8071469907407407,2024-01-26,2024-08-29
241024EA,4651387619190,55,181.26,116.17,121.97850000000001,0.9830564345991561,2024-10-24,2025-06-18
241024EB,1904792486473,329,485.11,318.43,334.35150000000004,0.9875588928887604,2024-10-24,2026-04-22
241024EC,4852979716602,176,53.02,43.03,45.1815,0.9399757385253906,2024-10-24,2025-08-08
241024ED,1885386949733,241,55.98,42.36,44.478,0.972838454960946,2024-10-24,2025-08-07
241024EE,7477584351590,20,309.82,188.04,197.442,0.9922639956033177,2024-10-24,2025-06-08
241020AA,5334981206381,41,328.76,235.16,246.918,0.9970180877419406,2024-10-20,2026-02-05
241020AB,7538675410397,61,220.23,133.97,140.6685,0.0,2024-10-20,2024-07-18
240122BA,8562587170545,209,327.95,229.13,240.5865,0.3644335884194187,2024-01-22,2025-04-24
240122BB,9320526500374,284,215.58,133.59,140.26950000000002,0.8657094594594594,2024-01-22,2024-05-12
240427DA,8068700962471,288,308.95,208.13,218.53650000000002,0.8919439671939834,2024-04-27,2024-12-24
240427DB,3348353436381,230,337.58,230.55,242.07750000000001,0.9275,2024-04-27,2024-05-22
240427DC,9882839546088,113,245.8,205.96,216.258,0.8660483216307726,2024-04-27,2025-11-11
240427DD,2668380592920,91,425.92,315.19,330.9495,0.91087890625,2024-04-27,2025-03-18
240427DE,9341222702392,327,207.46,153.67,161.3535,0.8782923583964382,2024-04-27,2025-08-17
240220CA,7477584351590,435,309.82,207.66,218.043,0.8074015720470531,2024-02-20,2025-02-24
240729BA,9099746266551,282,445.68,390.45,409.9725,0.8333141850490196,2024-07-29,2025-07-21
240729BB,6400454451965,272,424.14,343.67,360.85350000000005,0.6200713163072413,2024-07-29,2024-10-25
240729BC,3000161243260,243,242.45,216.79,227.6295,0.977734375,2024-07-29,2024-09-07
